Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled,Dep_Hour,Dep_Minute
1787073,Airline B,495,Airport 5,Airport 5,10,1,7,Type E,0.768664,6.0,0.468039,0.563537,True,0,10
6160197,Airline A,428,Airport 4,Airport 4,6,7,10,Type E,0.551789,55.0,2.132314,0.147475,True,0,6
5880367,Airline D,544,Airport 2,Airport 2,12,1,7,Type C,0.413628,54.0,1.37642,0.688879,True,0,12
462856,Airline D,657,Airport 4,Airport 2,18,4,4,Type E,0.633529,8.0,2.241833,0.142349,False,0,18
8785467,Airline A,274,Airport 1,Airport 2,16,1,12,Type A,0.953531,9.777778,1.980496,0.44824,True,0,16
4726384,Airline D,561,Airport 2,Airport 5,21,1,1,Type B,0.466638,36.0,2.441562,0.30856,False,0,21
9092513,Airline A,673,Airport 1,Airport 2,12,7,1,Type A,0.964801,23.7037,2.38653,0.776261,True,0,12
5497225,Airline E,655,Airport 1,Airport 2,11,6,4,Type A,0.093798,32.0,0.939184,0.782362,True,0,11
4862138,Airline C,475,Airport 3,Airport 2,6,3,4,Type B,0.653084,171.0,4.251325,0.168317,True,0,6
4734899,Airline E,509,Airport 3,Airport 4,0,4,6,Type B,0.33318,60.0,1.441291,0.811997,True,0,0
7654645,Airline B,520,Airport 5,Airport 5,0,7,7,Type B,0.386715,16.0,4.869667,0.007214,False,0,0
6889249,Airline A,474,Airport 1,Airport 2,19,4,9,Type A,0.67102,9.777778,0.56787,0.596316,True,0,19
6132995,Airline B,592,Airport 3,Airport 4,22,4,9,Type E,0.479917,18.0,3.934809,0.516789,False,0,22
3404593,Airline A,339,Airport 2,Airport 5,13,1,10,Type C,0.381779,51.0,0.31059,0.623821,True,0,13
8002821,Airline B,557,Airport 3,Airport 5,14,6,12,Type E,0.308323,19.0,3.349067,0.239701,False,0,14
7076452,Airline A,492,Airport 5,Airport 2,10,1,12,Type E,0.618315,40.0,1.093371,0.009857,True,0,10
2378259,Airline A,601,Airport 4,Airport 2,23,5,5,Type E,0.50558,0.0,3.550863,0.454763,False,0,23
1291645,Airline A,610,Airport 1,Airport 2,8,2,10,Type A,0.423309,69.33333,1.789573,0.080332,True,0,8
4604237,Airline C,511,Airport 1,Airport 5,16,2,11,Type C,0.204961,29.33333,4.818479,0.892194,False,0,16
7268076,Airline E,437,Airport 3,Airport 4,3,7,3,Type D,0.774468,15.0,3.133382,0.173666,False,0,3
5237196,Airline E,603,Airport 1,Airport 2,19,2,3,Type D,0.799715,14.0,2.041244,0.425233,True,0,19
5471314,Airline A,372,Airport 1,Airport 2,18,7,6,Type A,0.313788,2.666667,0.48392,0.48825,True,0,18
729175,Airline A,394,Airport 2,Airport 2,6,3,1,Type D,0.261649,33.33333,3.287255,0.552865,True,0,6
5071948,Airline C,492,Airport 3,Airport 3,0,1,7,Type B,0.239143,43.0,0.581833,0.782532,True,0,0
239502,Airline A,448,Airport 1,Airport 2,8,5,3,Type A,0.98457,25.77778,2.071292,0.531167,True,0,8
8974451,Airline B,478,Airport 4,Airport 2,12,5,5,Type D,0.77413,3.0,1.236673,0.025753,False,0,12
7667866,Airline A,469,Airport 1,Airport 5,23,2,7,Type D,0.074574,6.0,2.620794,0.77111,False,0,23
7567633,Airline A,497,Airport 1,Airport 2,1,6,7,Type A,0.932666,16.0,1.489868,0.092445,True,0,1
5871655,Airline C,648,Airport 2,Airport 5,1,3,9,Type B,0.036852,9.0,2.01245,0.641553,False,0,1
5154971,Airline B,384,Airport 1,Airport 2,23,7,1,Type A,0.2532,11.33333,3.319369,0.80343,True,0,23
8966933,Airline C,453,Airport 5,Airport 2,14,3,3,Type A,0.918991,7.0,1.251085,0.28269,True,0,14
8395525,Airline A,582,Airport 1,Airport 2,16,2,9,Type A,0.964331,10.66667,0.086561,0.505245,True,0,16
3526548,Airline B,503,Airport 4,Airport 2,12,7,8,Type C,0.781435,31.0,4.796339,0.014336,True,0,12
3068997,Airline A,402,Airport 2,Airport 2,6,7,2,Type B,0.457547,66.0,1.600229,0.803875,True,0,6
3304960,Airline C,491,Airport 1,Airport 2,8,2,8,Type D,0.321414,9.333333,3.567311,0.703261,False,0,8
767581,Airline A,349,Airport 1,Airport 2,11,1,8,Type A,0.981546,31.11111,1.268834,0.260311,True,0,11
4156669,Airline E,603,Airport 3,Airport 2,2,6,2,Type C,0.657074,4.0,3.344993,0.390226,False,0,2
6767993,Airline E,511,Airport 4,Airport 2,22,3,8,Type B,0.295509,23.0,0.754683,0.695317,True,0,22
4813580,Airline A,720,Airport 4,Airport 3,21,5,3,Type D,0.463196,76.0,2.794239,0.358163,True,0,21
5610132,Airline A,387,Airport 3,Airport 2,14,2,7,Type D,0.8815,0.0,1.961098,0.162415,True,0,14
4310883,Airline D,433,Airport 4,Airport 4,6,1,9,Type E,0.903455,9.0,2.259248,0.518506,True,0,6
490777,Airline E,517,Airport 2,Airport 2,22,5,4,Type A,0.659302,2.666667,4.831042,0.723568,False,0,22
9070862,Airline B,631,Airport 5,Airport 2,0,3,11,Type D,0.732556,22.0,0.681445,0.32081,True,0,0
5090825,Airline C,451,Airport 5,Airport 5,13,2,6,Type B,0.039298,34.0,3.773501,0.121772,False,0,13
363643,Airline A,429,Airport 2,Airport 2,18,7,9,Type C,0.604601,1.0,1.651714,0.829544,True,0,18
4390882,Airline C,507,Airport 5,Airport 2,15,6,11,Type E,0.688993,2.0,1.45179,0.252802,False,0,15
2924046,Airline C,432,Airport 1,Airport 4,9,2,11,Type B,0.020377,61.0,1.353887,0.512815,True,0,9
7247107,Airline D,547,Airport 2,Airport 3,0,6,5,Type E,0.843859,18.0,1.743908,0.691343,True,0,0
1291653,Airline E,507,Airport 4,Airport 3,4,1,12,Type A,0.928285,18.0,1.785585,0.317075,True,0,4
9555712,Airline A,569,Airport 2,Airport 2,2,1,1,Type D,0.237936,86.0,1.553735,0.648637,True,0,2
4380911,Airline A,589,Airport 1,Airport 2,16,3,3,Type A,0.945796,9.777778,1.668733,0.517173,True,0,16
5005079,Airline A,536,Airport 1,Airport 2,17,6,11,Type A,0.765513,60.44444,0.119305,0.641741,True,0,17
3389965,Airline B,615,Airport 3,Airport 5,20,2,9,Type A,0.580696,109.0,1.661469,0.590576,True,0,20
4107812,Airline D,466,Airport 4,Airport 2,18,1,3,Type A,0.843126,8.0,1.401028,0.824151,True,0,18
1248791,Airline A,355,Airport 1,Airport 2,21,2,11,Type A,0.385611,18.66667,1.878545,0.738367,True,0,21
4223756,Airline A,392,Airport 2,Airport 5,21,3,11,Type A,0.790856,22.0,0.732493,0.264307,True,0,21
6491076,Airline A,491,Airport 1,Airport 3,17,6,10,Type B,0.314521,60.0,4.703436,0.059604,True,0,17
7254218,Airline E,541,Airport 4,Airport 2,15,2,2,Type E,0.787457,10.0,0.852593,0.001986,True,0,15
1408635,Airline C,558,Airport 4,Airport 4,1,5,4,Type A,0.451054,47.0,2.050137,0.904417,True,0,1
9147320,Airline C,435,Airport 3,Airport 2,14,2,5,Type C,0.116945,106.0,0.998501,0.94211,True,0,14
1476728,Airline A,586,Airport 1,Airport 2,12,4,7,Type A,0.48152,48.88889,0.916745,0.105875,True,0,12
281373,Airline D,268,Airport 3,Airport 5,12,4,7,Type C,0.233493,71.0,3.805124,0.487054,True,0,12
6108218,Airline C,445,Airport 3,Airport 2,15,7,9,Type C,0.100532,36.0,2.382024,0.151595,False,0,15
675543,Airline E,549,Airport 5,Airport 3,7,3,8,Type E,0.110287,70.0,1.012879,0.948749,True,0,7
1769603,Airline B,591,Airport 1,Airport 2,10,3,2,Type D,0.780071,5.0,0.233174,0.246833,True,0,10
2991402,Airline B,575,Airport 3,Airport 2,7,3,12,Type E,0.881398,37.0,1.149581,0.501647,True,0,7
5612139,Airline A,593,Airport 1,Airport 2,21,5,8,Type A,1.027129,34.66667,2.364007,0.186323,True,0,21
8930839,Airline D,517,Airport 4,Airport 3,9,6,8,Type B,0.853946,17.0,4.226584,0.332761,True,0,9
5223716,Airline E,487,Airport 5,Airport 2,22,5,5,Type E,0.830224,2.0,2.200869,0.266806,True,0,22
4904046,Airline D,312,Airport 2,Airport 3,0,7,3,Type D,0.068836,29.0,2.409976,0.475426,True,0,0
8404356,Airline E,475,Airport 1,Airport 2,11,2,9,Type E,0.790124,1.0,4.496831,0.419782,True,0,11
9765161,Airline E,385,Airport 1,Airport 3,8,1,12,Type B,0.783283,14.0,2.956727,0.330798,True,0,8
1324297,Airline A,561,Airport 1,Airport 2,4,6,7,Type A,0.23129,13.33333,2.401918,0.119112,False,0,4
9790579,Airline B,363,Airport 4,Airport 2,8,4,1,Type B,0.662009,204.0,2.459196,0.484487,True,0,8
1972793,Airline A,484,Airport 1,Airport 2,15,4,8,Type A,0.552507,8.888889,0.500244,0.956484,True,0,15
3681,Airline E,380,Airport 5,Airport 4,17,7,10,Type D,0.900014,34.0,3.629635,0.730223,True,0,17
5284077,Airline C,498,Airport 4,Airport 4,7,4,5,Type E,0.695408,0.666667,2.631967,0.720575,False,0,7
3358193,Airline B,486,Airport 1,Airport 5,22,7,6,Type E,0.950988,22.0,3.342198,0.366092,True,0,22
2770708,Airline C,324,Airport 1,Airport 3,10,2,9,Type E,0.104923,23.0,0.786155,0.708419,True,0,10
1363786,Airline B,534,Airport 2,Airport 3,19,2,10,Type D,0.040607,29.0,3.438009,0.465531,False,0,19
7856796,Airline C,471,Airport 5,Airport 2,18,3,8,Type D,0.973579,49.0,1.911286,0.150276,True,0,18
5160495,Airline E,502,Airport 3,Airport 4,3,1,11,Type B,0.080192,43.0,1.859989,0.41905,True,0,3
6477349,Airline E,458,Airport 3,Airport 5,19,3,3,Type C,0.386196,42.0,3.357378,0.132739,True,0,19
8218736,Airline A,428,Airport 2,Airport 2,9,2,5,Type E,0.649971,16.0,2.961196,0.114483,True,0,9
5472394,Airline C,575,Airport 2,Airport 3,23,5,4,Type B,0.880057,39.0,3.245537,0.023059,True,0,23
7960654,Airline A,603,Airport 1,Airport 2,12,3,1,Type A,0.354577,17.77778,2.613333,0.318211,False,0,12
8280370,Airline A,596,Airport 2,Airport 5,19,6,5,Type A,0.029058,2.0,3.705982,0.330875,False,0,19
9528460,Airline C,363,Airport 2,Airport 2,13,2,10,Type E,0.521287,44.0,3.204495,0.699444,True,0,13
550488,Airline C,638,Airport 3,Airport 4,20,2,7,Type B,0.471112,44.0,3.267765,0.538005,True,0,20
7871971,Airline A,556,Airport 4,Airport 5,1,5,1,Type A,0.306893,11.0,2.193571,0.85845,False,0,1
9042465,Airline E,624,Airport 2,Airport 2,3,5,4,Type E,0.873899,73.0,4.195958,0.176471,True,0,3
307748,Airline C,623,Airport 2,Airport 2,6,5,6,Type D,0.749322,42.0,1.904693,0.265957,True,0,6
2121556,Airline E,534,Airport 4,Airport 5,18,1,11,Type A,0.858116,10.0,3.501218,0.941076,True,0,18
2517774,Airline A,420,Airport 5,Airport 5,16,6,12,Type D,0.161809,12.0,1.465718,0.444045,True,0,16
9186368,Airline E,424,Airport 4,Airport 3,15,2,9,Type C,0.692412,110.0,0.738782,0.789051,True,0,15
6759221,Airline B,431,Airport 3,Airport 4,12,5,11,Type C,0.975102,37.0,0.648817,0.492168,True,0,12
3567969,Airline A,481,Airport 1,Airport 2,23,1,8,Type A,0.711914,12.44444,1.586397,0.529971,False,0,23
246709,Airline A,401,Airport 1,Airport 2,23,4,2,Type A,0.271364,26.66667,0.819887,0.166631,True,0,23
3781617,Airline D,328,Airport 4,Airport 5,21,6,11,Type B,0.99578,25.0,1.375246,0.8512,True,0,21
4836607,Airline E,331,Airport 3,Airport 3,22,7,3,Type C,0.528324,22.0,2.960297,0.078355,True,0,22
941559,Airline A,496,Airport 1,Airport 2,17,7,10,Type A,0.940059,27.55556,0.064174,0.349044,True,0,17
3347434,Airline E,473,Airport 4,Airport 2,20,4,5,Type B,0.149361,23.0,1.231128,0.673468,False,0,20
3260689,Airline B,550,Airport 2,Airport 2,11,4,11,Type E,0.666096,31.0,1.702736,0.507258,False,0,11
1129692,Airline A,481,Airport 4,Airport 3,22,2,7,Type B,0.912618,47.33333,3.541868,0.881378,True,0,22
4667462,Airline C,615,Airport 1,Airport 2,0,1,3,Type B,0.532018,150.0,2.725006,0.039298,True,0,0
3420463,Airline A,441,Airport 1,Airport 2,14,1,12,Type A,0.38866,32.88889,2.139972,0.730583,False,0,14
1224656,Airline B,533,Airport 5,Airport 3,2,4,7,Type B,0.127422,78.0,1.872532,0.477465,True,0,2
420719,Airline A,555,Airport 1,Airport 2,5,6,5,Type A,0.395945,51.55556,0.941102,0.173601,True,0,5
9453104,Airline A,505,Airport 1,Airport 2,13,3,10,Type A,0.454884,8.888889,0.282994,0.836158,True,0,13
8402477,Airline B,601,Airport 5,Airport 3,22,4,6,Type A,0.709955,81.0,4.758587,0.411307,True,0,22
2797914,Airline D,552,Airport 2,Airport 2,5,2,6,Type C,0.178621,1.333333,2.707461,0.531582,False,0,5
7758406,Airline A,580,Airport 1,Airport 2,0,4,11,Type A,0.206105,10.66667,1.45631,1.088174,False,0,0
8452154,Airline E,435,Airport 2,Airport 3,19,6,11,Type D,0.38694,30.0,4.617181,0.48623,False,0,19
4278897,Airline E,478,Airport 2,Airport 2,5,6,12,Type C,0.458654,22.0,1.449591,0.823373,False,0,5
9109906,Airline A,281,Airport 1,Airport 2,7,4,4,Type A,0.728385,20.44444,0.830265,0.865775,True,0,7
2456914,Airline B,493,Airport 4,Airport 2,14,1,12,Type A,0.707531,31.33333,3.281738,0.662755,False,0,14
3872776,Airline E,362,Airport 5,Airport 5,13,4,8,Type A,0.889278,4.0,3.92588,0.896812,True,0,13
667331,Airline A,734,Airport 1,Airport 2,15,5,9,Type A,0.388954,106.6667,1.948277,0.283052,True,0,15
1345045,Airline A,530,Airport 3,Airport 2,19,5,2,Type E,0.528608,11.33333,3.943591,0.820771,True,0,19
31554,Airline A,460,Airport 4,Airport 2,22,3,9,Type C,0.366041,89.0,2.87554,0.377787,True,0,22
7555482,Airline A,575,Airport 4,Airport 2,15,2,11,Type E,0.001422,9.333333,4.514117,0.812491,False,0,15
1799914,Airline B,360,Airport 1,Airport 5,18,2,12,Type D,0.579432,27.0,2.750534,0.493789,True,0,18
6871724,Airline D,450,Airport 1,Airport 2,23,7,4,Type E,0.815796,17.0,1.146703,0.857709,True,0,23
6203485,Airline E,465,Airport 2,Airport 2,0,1,6,Type D,0.036439,22.0,2.708506,0.894844,False,0,0
4412542,Airline C,564,Airport 1,Airport 5,3,2,7,Type E,0.003492,4.0,3.764723,0.597644,True,0,3
5995103,Airline C,402,Airport 2,Airport 3,23,3,4,Type E,0.727818,15.0,3.267877,0.507627,True,0,23
818685,Airline A,430,Airport 1,Airport 2,9,5,8,Type A,0.78386,1.777778,0.607542,0.88119,True,0,9
1441298,Airline A,511,Airport 2,Airport 3,19,1,10,Type B,0.405852,27.0,0.405391,0.266986,True,0,19
8547855,Airline A,563,Airport 1,Airport 2,17,6,8,Type A,0.761605,87.11111,0.631202,0.017267,True,0,17
408610,Airline A,521,Airport 1,Airport 2,1,5,1,Type A,1.053386,0.888889,2.460105,0.457981,True,0,1
2141715,Airline D,409,Airport 1,Airport 4,3,3,8,Type D,0.247863,32.0,0.922331,0.507774,True,0,3
3867342,Airline A,510,Airport 1,Airport 2,14,1,10,Type A,0.345927,39.11111,1.360929,0.334421,True,0,14
6103941,Airline A,431,Airport 1,Airport 2,3,4,12,Type A,0.286232,6.222222,1.595864,0.431282,False,0,3
5761093,Airline A,405,Airport 1,Airport 2,15,2,3,Type A,0.823987,8.0,2.198683,0.149691,True,0,15
3042024,Airline A,540,Airport 1,Airport 2,14,3,5,Type A,0.453189,5.333333,2.100647,0.311951,True,0,14
9334140,Airline D,554,Airport 2,Airport 4,17,1,10,Type A,0.988693,10.0,4.544766,0.240095,True,0,17
542137,Airline B,498,Airport 5,Airport 3,6,5,8,Type B,0.714649,3.0,3.021918,0.300987,False,0,6
494150,Airline A,551,Airport 1,Airport 2,14,1,11,Type A,0.467377,11.55556,2.363297,0.336436,False,0,14
6718078,Airline C,576,Airport 1,Airport 4,21,4,6,Type D,0.149186,13.0,1.519215,0.558968,False,0,21
5534965,Airline A,255,Airport 1,Airport 2,10,3,4,Type A,0.692025,43.55556,1.076412,0.281922,True,0,10
5087779,Airline D,541,Airport 2,Airport 5,18,1,4,Type C,0.294903,32.0,4.418862,0.940961,False,0,18
6048067,Airline A,654,Airport 3,Airport 2,7,6,12,Type B,0.905509,47.0,1.627818,0.511275,True,0,7
4766873,Airline B,471,Airport 5,Airport 5,23,3,4,Type E,0.441404,25.0,4.356111,0.128966,False,0,23
9873470,Airline A,653,Airport 2,Airport 3,0,3,6,Type A,0.29265,11.0,2.015575,0.279606,False,0,0
8060004,Airline A,531,Airport 1,Airport 2,2,5,7,Type A,0.688552,13.33333,0.908487,0.820977,True,0,2
2864850,Airline C,507,Airport 1,Airport 3,4,7,5,Type B,0.136975,11.0,1.745165,0.013659,False,0,4
8283952,Airline B,526,Airport 4,Airport 3,17,2,10,Type D,0.561549,17.33333,2.734715,0.937818,False,0,17
5709847,Airline B,347,Airport 4,Airport 2,11,7,8,Type E,0.056111,83.0,0.645344,0.445177,True,0,11
8044754,Airline E,667,Airport 3,Airport 2,11,6,7,Type C,0.606889,10.0,0.183013,0.521079,True,0,11
5417835,Airline D,450,Airport 4,Airport 2,20,4,8,Type D,0.530164,12.0,4.487065,0.988412,False,0,20
5329897,Airline D,380,Airport 1,Airport 5,18,1,4,Type A,0.520766,31.0,4.644691,0.503403,True,0,18
697649,Airline C,446,Airport 3,Airport 3,8,7,8,Type B,0.684164,55.0,0.380853,0.947744,True,0,8
6858432,Airline C,502,Airport 2,Airport 4,10,2,6,Type A,0.044457,5.333333,2.948488,0.915231,False,0,10
1203745,Airline A,612,Airport 1,Airport 2,16,5,3,Type A,0.559731,8.0,1.349205,1.05898,False,0,16
1131880,Airline E,492,Airport 3,Airport 3,15,2,8,Type C,0.444039,64.0,1.862153,0.812373,True,0,15
6864074,Airline A,467,Airport 1,Airport 2,3,3,7,Type A,0.559782,1.777778,1.422262,0.333448,False,0,3
6041598,Airline A,469,Airport 1,Airport 2,9,3,10,Type A,1.079891,24.0,1.145298,0.38968,True,0,9
9858288,Airline C,364,Airport 5,Airport 2,21,4,5,Type E,0.139278,59.0,2.448175,0.364984,True,0,21
8681841,Airline A,447,Airport 1,Airport 3,14,6,11,Type E,0.69043,50.66667,3.776684,0.979181,True,0,14
5021064,Airline A,440,Airport 1,Airport 2,18,1,4,Type A,0.501996,0.0,1.314901,0.40585,False,0,18
3345870,Airline A,525,Airport 1,Airport 2,2,1,1,Type A,0.611727,11.55556,0.809145,0.122275,True,0,2
9490886,Airline B,327,Airport 3,Airport 5,20,5,10,Type A,0.762394,5.333333,2.907281,0.778329,True,0,20
3809262,Airline B,455,Airport 5,Airport 5,22,4,3,Type A,0.157375,25.0,3.20377,0.366063,False,0,22
3405839,Airline B,630,Airport 1,Airport 2,4,1,2,Type D,0.763585,20.0,3.311557,0.620936,False,0,4
4660764,Airline B,541,Airport 4,Airport 5,10,6,8,Type E,0.070331,167.3333,3.291533,0.92436,True,0,10
3912640,Airline E,593,Airport 2,Airport 4,23,3,8,Type E,0.48331,14.0,3.523014,0.575506,False,0,23
6239964,Airline D,460,Airport 4,Airport 5,4,4,12,Type D,0.742071,24.0,1.550464,0.6377,False,0,4
101089,Airline A,666,Airport 4,Airport 5,6,2,5,Type B,0.192551,10.66667,2.43067,0.642863,False,0,6
7875949,Airline C,579,Airport 1,Airport 5,5,7,5,Type D,0.770916,2.666667,3.343531,0.612399,False,0,5
495202,Airline A,506,Airport 1,Airport 2,12,7,11,Type A,0.266813,8.888889,2.085921,0.179741,False,0,12
1021249,Airline A,564,Airport 1,Airport 2,1,4,4,Type A,0.899239,7.111111,1.085365,0.513467,True,0,1
3497287,Airline A,376,Airport 1,Airport 2,18,4,1,Type A,0.568936,42.66667,0.913332,0.008622,True,0,18
5482409,Airline E,374,Airport 5,Airport 2,10,6,1,Type C,0.684638,15.33333,3.579413,0.626265,True,0,10
1994426,Airline C,580,Airport 3,Airport 2,19,6,6,Type A,0.917406,10.0,1.110866,0.575358,True,0,19
4928371,Airline A,613,Airport 1,Airport 2,4,1,4,Type A,0.508422,17.77778,0.22373,0.357904,True,0,4
77360,Airline B,408,Airport 3,Airport 2,8,7,4,Type D,0.232958,4.666667,2.35583,0.523896,True,0,8
4264500,Airline D,585,Airport 5,Airport 2,5,5,3,Type A,0.867164,6.0,0.866866,0.493058,True,0,5
6063343,Airline C,553,Airport 2,Airport 2,16,5,9,Type B,0.161617,58.0,2.091414,0.250915,True,0,16
1478344,Airline A,420,Airport 1,Airport 2,18,6,3,Type A,0.731476,76.44444,0.728085,0.329948,True,0,18
2336649,Airline C,400,Airport 1,Airport 3,22,1,8,Type B,0.923253,1.333333,3.886309,0.762541,True,0,22
5151510,Airline A,427,Airport 3,Airport 2,7,1,2,Type B,0.674397,43.0,1.657042,0.755732,True,0,7
9244633,Airline D,451,Airport 2,Airport 2,6,1,4,Type B,0.195681,18.0,3.203379,0.469782,False,0,6
1535429,Airline A,460,Airport 1,Airport 2,4,6,1,Type A,0.252284,12.44444,1.684781,0.807198,False,0,4
2406386,Airline E,340,Airport 3,Airport 5,14,5,11,Type C,0.252306,35.0,2.282271,0.450801,True,0,14
4667584,Airline E,451,Airport 4,Airport 5,9,1,5,Type C,0.391407,9.0,0.40539,0.851374,True,0,9
9926079,Airline E,531,Airport 1,Airport 3,23,6,2,Type C,0.159159,0.0,3.701825,0.332807,True,0,23
3329250,Airline C,566,Airport 3,Airport 4,15,2,11,Type B,0.797814,7.0,0.37584,0.927292,True,0,15
2199620,Airline D,440,Airport 5,Airport 2,8,2,1,Type E,0.357035,6.0,0.496065,0.542284,True,0,8
2858629,Airline C,649,Airport 5,Airport 2,6,3,1,Type E,0.936087,1.0,0.979987,0.535688,True,0,6
3771929,Airline A,502,Airport 1,Airport 2,10,2,2,Type A,0.942491,9.777778,0.700939,0.754662,True,0,10
6587702,Airline E,753,Airport 1,Airport 3,8,4,5,Type D,0.908818,19.0,4.232259,0.340856,True,0,8
1813922,Airline C,425,Airport 1,Airport 4,16,3,12,Type A,0.294493,26.0,3.374609,0.72433,True,0,16
8429111,Airline C,536,Airport 5,Airport 5,8,2,9,Type D,0.573732,11.0,1.936064,0.320425,True,0,8
1175620,Airline A,491,Airport 2,Airport 2,2,4,6,Type D,0.32145,6.0,4.893137,0.397539,False,0,2
761477,Airline A,433,Airport 1,Airport 2,21,2,12,Type A,0.356949,6.222222,0.609006,0.759041,True,0,21
7983060,Airline D,586,Airport 4,Airport 2,7,6,4,Type E,0.607087,66.0,3.049072,0.378449,True,0,7
5243572,Airline B,576,Airport 5,Airport 3,18,7,3,Type A,0.817995,6.0,4.236071,0.199974,True,0,18
7738026,Airline E,474,Airport 5,Airport 4,19,4,8,Type D,0.093598,42.0,4.010113,0.871901,True,0,19
3506732,Airline C,531,Airport 2,Airport 5,15,1,3,Type C,0.275769,17.0,0.651539,0.922155,True,0,15
8386376,Airline A,525,Airport 2,Airport 4,6,6,1,Type E,0.205134,54.0,3.686371,0.626731,True,0,6
382380,Airline A,473,Airport 1,Airport 5,6,7,4,Type C,0.79835,15.0,1.289319,0.811151,True,0,6
2798839,Airline D,424,Airport 4,Airport 2,19,4,11,Type C,0.933372,5.0,1.778667,0.986652,True,0,19
4681136,Airline A,499,Airport 1,Airport 2,12,6,5,Type A,0.179943,20.44444,1.42248,0.691622,False,0,12
567422,Airline A,480,Airport 1,Airport 2,2,1,5,Type A,0.479213,23.11111,1.976875,1.022392,False,0,2
9933853,Airline C,393,Airport 1,Airport 4,11,4,5,Type A,0.914509,30.0,0.831007,0.359255,True,0,11
8073890,Airline D,565,Airport 4,Airport 2,23,4,8,Type C,0.344638,15.0,0.742776,0.700472,True,0,23
677771,Airline A,504,Airport 1,Airport 4,7,7,8,Type D,0.712661,1.0,0.767206,0.055805,True,0,7
4717319,Airline A,486,Airport 1,Airport 4,12,6,12,Type C,0.100666,29.0,1.091118,0.788972,True,0,12
9721763,Airline E,350,Airport 5,Airport 5,19,2,4,Type E,0.444388,81.0,0.297509,0.829803,True,0,19
8836730,Airline E,531,Airport 1,Airport 5,15,4,9,Type E,0.503301,94.0,4.831782,0.401175,True,0,15
4164573,Airline A,351,Airport 1,Airport 2,6,2,1,Type A,0.857664,24.0,0.797709,0.718824,True,0,6
8761489,Airline B,514,Airport 2,Airport 2,3,4,5,Type B,0.288825,0.0,1.084878,0.858361,True,0,3
5554349,Airline D,585,Airport 3,Airport 4,11,5,5,Type E,0.264189,2.0,3.389171,0.883608,False,0,11
3551318,Airline C,666,Airport 5,Airport 2,16,3,5,Type E,0.302968,53.0,4.134981,0.106532,True,0,16
3580392,Airline E,506,Airport 3,Airport 2,0,2,8,Type B,0.555697,35.33333,3.766171,0.827488,False,0,0
6425118,Airline D,675,Airport 2,Airport 2,16,2,9,Type E,0.876004,87.0,3.593536,0.274243,True,0,16
542778,Airline A,573,Airport 1,Airport 2,1,7,3,Type A,0.930941,21.33333,0.126325,0.81822,True,0,1
9999011,Airline D,547,Airport 5,Airport 4,5,1,9,Type E,0.057946,59.0,4.110798,0.325164,True,0,5
4206908,Airline A,611,Airport 1,Airport 2,11,5,11,Type A,0.978955,46.22222,1.254697,0.063371,True,0,11
7778134,Airline A,633,Airport 1,Airport 2,10,1,8,Type A,0.195109,23.11111,1.822715,0.236105,False,0,10
1717757,Airline A,582,Airport 1,Airport 2,20,5,3,Type A,0.515348,40.0,2.591062,0.459756,True,0,20
4448710,Airline A,485,Airport 1,Airport 2,10,5,2,Type C,0.765404,2.666667,4.053363,0.741229,False,0,10
8976028,Airline A,446,Airport 5,Airport 5,17,6,4,Type A,0.081511,30.0,4.12686,0.100704,False,0,17
189315,Airline D,370,Airport 2,Airport 2,7,6,12,Type D,0.0404,92.0,0.907336,0.812934,True,0,7
7378980,Airline D,516,Airport 2,Airport 2,6,6,2,Type C,0.329996,3.333333,2.582086,0.996951,False,0,6
4321250,Airline D,618,Airport 1,Airport 2,13,4,4,Type D,0.729926,26.66667,4.746627,0.788258,False,0,13
9637061,Airline A,403,Airport 5,Airport 2,15,7,5,Type C,0.521756,11.0,2.913426,0.473737,True,0,15
2653037,Airline A,392,Airport 2,Airport 2,11,1,2,Type C,0.417002,50.0,0.512932,0.56816,True,0,11
6538757,Airline A,679,Airport 1,Airport 2,8,3,12,Type A,0.913073,31.11111,1.82955,0.006931,True,0,8
5906662,Airline E,474,Airport 2,Airport 2,19,5,8,Type B,0.766709,78.0,0.214634,0.209274,True,0,19
4606337,Airline E,327,Airport 5,Airport 5,22,5,1,Type D,0.786043,24.66667,3.711486,0.898988,True,0,22
3427275,Airline A,354,Airport 1,Airport 2,20,7,3,Type A,0.559727,13.33333,2.199432,0.024446,True,0,20
4630979,Airline A,544,Airport 1,Airport 2,15,2,7,Type A,0.119449,0.0,1.263125,1.017894,False,0,15
7684993,Airline E,452,Airport 5,Airport 2,20,4,10,Type A,0.172137,47.0,2.068064,0.113253,True,0,20
8414939,Airline A,547,Airport 1,Airport 2,18,3,1,Type C,0.7413,15.0,1.521057,0.133074,False,0,18
2202547,Airline A,477,Airport 1,Airport 2,15,6,11,Type A,0.853173,29.33333,2.192346,0.197269,True,0,15
2152131,Airline B,521,Airport 4,Airport 5,8,5,2,Type D,0.972299,2.0,2.738923,0.799385,True,0,8
9463105,Airline B,676,Airport 1,Airport 2,12,2,3,Type D,0.190187,66.0,3.0963,0.478187,True,0,12
